ensembl_gene_id	gene_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLG00020010959	protein_coding	NPPC	natriuretic peptide C [Source:HGNC Symbol;Acc:HGNC:7941]	NA
ENSAPLG00020010960	protein_coding	COPS7B	COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]	NA
ENSAPLG00020010961	protein_coding	RAP1B	RAP1B, member of RAS oncogene family [Source:NCBI gene;Acc:101789925]	101789925
ENSAPLG00020010962	protein_coding	PCYT1B	phosphate cytidylyltransferase 1, choline, beta [Source:HGNC Symbol;Acc:HGNC:8755]	NA
ENSAPLG00020010963	protein_coding			NA
ENSAPLG00020010964	protein_coding	PDE6D	phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]	NA
ENSAPLG00020010965	protein_coding	POLA1	DNA polymerase alpha 1, catalytic subunit [Source:NCBI gene;Acc:101792801]	101792801
ENSAPLG00020010966	protein_coding	NUP107	nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914]	NA
ENSAPLG00020010967	protein_coding	PTMA	prothymosin alpha [Source:NCBI gene;Acc:101805158]	101805158
ENSAPLG00020010968	scaRNA			NA
ENSAPLG00020010969	protein_coding	NMUR1	neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518]	NA
ENSAPLG00020010970	protein_coding	ARX	aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]	NA
ENSAPLG00020010971	protein_coding			NA
ENSAPLG00020010972	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020010973	protein_coding			NA
ENSAPLG00020010974	protein_coding			NA
ENSAPLG00020010975	protein_coding	IL1RAPL1	interleukin 1 receptor accessory protein like 1 [Source:NCBI gene;Acc:101804155]	101804155
ENSAPLG00020010976	protein_coding			NA
ENSAPLG00020010977	protein_coding	NR0B1	nuclear receptor subfamily 0 group B member 1 [Source:NCBI gene;Acc:101804709]	101804709
ENSAPLG00020010978	protein_coding	CXorf21	chromosome X open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:25667]	NA
ENSAPLG00020010979	snoRNA		Small nucleolar RNA SNORD82 [Source:RFAM;Acc:RF00158]	NA
ENSAPLG00020010980	snoRNA		small nucleolar RNA, C/D box 20 [Source:HGNC Symbol;Acc:HGNC:10143]	NA
ENSAPLG00020010981	protein_coding	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]	NA
ENSAPLG00020010982	protein_coding		mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]	NA
ENSAPLG00020010983	protein_coding	ARMC9	armadillo repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:20730]	NA
ENSAPLG00020010984	protein_coding			NA
ENSAPLG00020010985	pseudogene			NA
ENSAPLG00020010986	protein_coding			NA
ENSAPLG00020010987	protein_coding			NA
ENSAPLG00020010988	protein_coding	XDH	xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805]	NA
ENSAPLG00020010989	protein_coding			NA
ENSAPLG00020010990	protein_coding			NA
ENSAPLG00020010991	protein_coding			NA
ENSAPLG00020010992	protein_coding	EPHA3	EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]	NA
ENSAPLG00020010993	protein_coding			NA
ENSAPLG00020010994	protein_coding	CYFIP2	cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]	NA
ENSAPLG00020010995	protein_coding	PSMD1	proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]	NA
ENSAPLG00020010996	protein_coding			NA
ENSAPLG00020010997	pseudogene			NA
ENSAPLG00020010998	pseudogene			NA
ENSAPLG00020010999	protein_coding	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:HGNC Symbol;Acc:HGNC:223]	NA
ENSAPLG00020011000	pseudogene			NA
ENSAPLG00020011001	protein_coding			NA
ENSAPLG00020011002	protein_coding			NA
ENSAPLG00020011003	protein_coding	HTR2B	5-hydroxytryptamine receptor 2B [Source:NCBI gene;Acc:101797990]	101797990
ENSAPLG00020011004	protein_coding			NA
ENSAPLG00020011005	protein_coding			NA
ENSAPLG00020011006	pseudogene			NA
ENSAPLG00020011007	pseudogene			NA
ENSAPLG00020011008	protein_coding	RPL35A	ribosomal protein L35a [Source:NCBI gene;Acc:101798421]	101798421
ENSAPLG00020011009	protein_coding	PRDM8	PR/SET domain 8 [Source:HGNC Symbol;Acc:HGNC:13993]	NA
ENSAPLG00020011010	protein_coding			NA
ENSAPLG00020011011	protein_coding	ANTXR2	ANTXR cell adhesion molecule 2 [Source:NCBI gene;Acc:101805180]	101805180
ENSAPLG00020011012	protein_coding			NA
ENSAPLG00020011013	protein_coding	MTF1	metal regulatory transcription factor 1 [Source:NCBI gene;Acc:101803265]	101803265
ENSAPLG00020011014	pseudogene			NA
ENSAPLG00020011015	protein_coding	PAQR3	progestin and adipoQ receptor family member 3 [Source:NCBI gene;Acc:101798121]	101798121
ENSAPLG00020011016	protein_coding	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:NCBI gene;Acc:101803382]	101803382
ENSAPLG00020011017	protein_coding	IQCG	IQ motif containing G [Source:HGNC Symbol;Acc:HGNC:25251]	NA
ENSAPLG00020011018	pseudogene			NA
ENSAPLG00020011019	protein_coding	BMP2K	BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]	NA
ENSAPLG00020011020	protein_coding			NA
ENSAPLG00020011021	protein_coding	G3BP2	G3BP stress granule assembly factor 2 [Source:NCBI gene;Acc:101804682]	101804682
ENSAPLG00020011022	pseudogene			NA
ENSAPLG00020011023	protein_coding	METTL22	methyltransferase like 22 [Source:HGNC Symbol;Acc:HGNC:28368]	NA
ENSAPLG00020011024	protein_coding			NA
ENSAPLG00020011025	protein_coding	TMEM114	transmembrane protein 114 [Source:NCBI gene;Acc:101790894]	101790894
ENSAPLG00020011026	protein_coding			NA
ENSAPLG00020011027	pseudogene			NA
ENSAPLG00020011028	protein_coding			NA
ENSAPLG00020011029	protein_coding	USO1	USO1 vesicle transport factor [Source:NCBI gene;Acc:101804497]	101804497
ENSAPLG00020011030	protein_coding			NA
ENSAPLG00020011031	protein_coding			NA
ENSAPLG00020011032	protein_coding	LRCH3	leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]	NA
ENSAPLG00020011033	protein_coding			NA
ENSAPLG00020011034	protein_coding			NA
ENSAPLG00020011035	protein_coding	INPP5B	inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol;Acc:HGNC:6077]	NA
ENSAPLG00020011036	protein_coding			NA
ENSAPLG00020011037	protein_coding	RBFOX1	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	NA
ENSAPLG00020011038	protein_coding	FYTTD1	forty-two-three domain containing 1 [Source:NCBI gene;Acc:101798898]	101798898
ENSAPLG00020011039	protein_coding			NA
ENSAPLG00020011040	protein_coding	RUBCN	rubicon autophagy regulator [Source:NCBI gene;Acc:101799342]	101799342
ENSAPLG00020011041	protein_coding			NA
ENSAPLG00020011042	protein_coding	ROGDI	rogdi atypical leucine zipper [Source:HGNC Symbol;Acc:HGNC:29478]	NA
ENSAPLG00020011043	lncRNA			NA
ENSAPLG00020011044	protein_coding	GLYR1	glyoxylate reductase 1 homolog [Source:NCBI gene;Acc:101791438]	101791438
ENSAPLG00020011045	protein_coding			NA
ENSAPLG00020011046	protein_coding	AREG	amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]	NA
ENSAPLG00020011047	protein_coding	ISCU	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]	NA
ENSAPLG00020011048	protein_coding	EREG	epiregulin [Source:NCBI gene;Acc:101804186]	101804186
ENSAPLG00020011049	protein_coding	TMEM119	transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]	NA
ENSAPLG00020011050	protein_coding			NA
ENSAPLG00020011051	protein_coding	MRPS34	mitochondrial ribosomal protein S34 [Source:NCBI gene;Acc:101804350]	101804350
ENSAPLG00020011052	protein_coding			NA
ENSAPLG00020011053	protein_coding	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:NCBI gene;Acc:101797763]	101797763
ENSAPLG00020011054	protein_coding	CORO1C	coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254]	NA
ENSAPLG00020011055	protein_coding	XPO1	exportin 1 [Source:NCBI gene;Acc:101802549]	101802549
ENSAPLG00020011056	protein_coding	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3 [Source:NCBI gene;Acc:101804532]	101804532
ENSAPLG00020011057	protein_coding	PRKCE	protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]	NA
ENSAPLG00020011058	protein_coding	SSH1	slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579]	NA
ENSAPLG00020011059	protein_coding		C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	NA
ENSAPLG00020011060	lncRNA			NA
ENSAPLG00020011061	lncRNA			NA
ENSAPLG00020011062	protein_coding			NA
ENSAPLG00020011063	protein_coding	EPAS1	endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374]	NA
ENSAPLG00020011064	protein_coding			NA
ENSAPLG00020011065	protein_coding		Anas platyrhynchos interleukin 8 (IL8), mRNA. [Source:RefSeq mRNA;Acc:NM_001310420]	101804010
ENSAPLG00020011066	protein_coding			NA
ENSAPLG00020011067	protein_coding			NA
ENSAPLG00020011068	protein_coding	DMD	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	NA
ENSAPLG00020011069	protein_coding	RASSF6	Ras association domain family member 6 [Source:NCBI gene;Acc:101803214]	101803214
ENSAPLG00020011070	protein_coding	FIGLA	folliculogenesis specific bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:24669]	NA
ENSAPLG00020011071	protein_coding			NA
ENSAPLG00020011072	protein_coding	ADD2	adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]	NA
ENSAPLG00020011073	protein_coding		Anas platyrhynchos albumin (ALB), mRNA. [Source:RefSeq mRNA;Acc:NM_001310394]	101802920
ENSAPLG00020011074	protein_coding			NA
ENSAPLG00020011075	protein_coding			NA
ENSAPLG00020011076	protein_coding			NA
ENSAPLG00020011077	pseudogene			NA
ENSAPLG00020011078	protein_coding	USP7	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]	NA
ENSAPLG00020011079	protein_coding			NA
ENSAPLG00020011080	lncRNA			NA
ENSAPLG00020011081	pseudogene			NA
ENSAPLG00020011082	protein_coding			NA
ENSAPLG00020011083	protein_coding			NA
ENSAPLG00020011084	protein_coding	PROM2	prominin 2 [Source:HGNC Symbol;Acc:HGNC:20685]	NA
ENSAPLG00020011085	protein_coding	MVP	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]	NA
ENSAPLG00020011086	protein_coding	C16orf72	chromosome 15 C16orf72 homolog [Source:NCBI gene;Acc:101791626]	101791626
ENSAPLG00020011087	lncRNA			NA
ENSAPLG00020011088	protein_coding			NA
ENSAPLG00020011089	snoRNA			NA
ENSAPLG00020011090	protein_coding	PRNP	prion protein [Source:HGNC Symbol;Acc:HGNC:9449]	NA
ENSAPLG00020011091	protein_coding	USP34	ubiquitin specific peptidase 34 [Source:NCBI gene;Acc:101803299]	101803299
ENSAPLG00020011092	pseudogene			NA
ENSAPLG00020011093	protein_coding	ACADM	acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]	NA
ENSAPLG00020011094	protein_coding	ANKRD17	ankyrin repeat domain 17 [Source:NCBI gene;Acc:101801965]	101801965
ENSAPLG00020011095	protein_coding	RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]	NA
ENSAPLG00020011096	protein_coding	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A [Source:NCBI gene;Acc:101804769]	101804769
ENSAPLG00020011097	protein_coding			NA
ENSAPLG00020011098	protein_coding			NA
ENSAPLG00020011099	protein_coding	EMP2	epithelial membrane protein 2 [Source:NCBI gene;Acc:101803724]	101803724
ENSAPLG00020011100	protein_coding			NA
ENSAPLG00020011101	protein_coding			NA
ENSAPLG00020011102	protein_coding	SLC23A2	solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973]	NA
ENSAPLG00020011103	protein_coding			NA
ENSAPLG00020011104	protein_coding	TEKT5	tektin 5 [Source:HGNC Symbol;Acc:HGNC:26554]	NA
ENSAPLG00020011105	protein_coding			NA
ENSAPLG00020011106	processed_pseudogene			NA
ENSAPLG00020011107	protein_coding	TMEM230	transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]	NA
ENSAPLG00020011108	protein_coding			NA
ENSAPLG00020011109	protein_coding			NA
ENSAPLG00020011110	pseudogene			NA
ENSAPLG00020011111	lncRNA			NA
ENSAPLG00020011112	protein_coding	PCNA	proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]	NA
ENSAPLG00020011113	protein_coding	CDS2	CDP-diacylglycerol synthase 2 [Source:HGNC Symbol;Acc:HGNC:1801]	NA
ENSAPLG00020011114	protein_coding			NA
ENSAPLG00020011115	snoRNA			NA
ENSAPLG00020011116	protein_coding	SLC35A1	solute carrier family 35 member A1 [Source:HGNC Symbol;Acc:HGNC:11021]	NA
ENSAPLG00020011117	protein_coding	CDH23	cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]	NA
ENSAPLG00020011118	protein_coding			NA
ENSAPLG00020011119	protein_coding			NA
ENSAPLG00020011120	protein_coding	ARHGAP25	Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]	NA
ENSAPLG00020011121	protein_coding			NA
ENSAPLG00020011122	protein_coding	KIAA1841	KIAA1841 [Source:HGNC Symbol;Acc:HGNC:29387]	NA
ENSAPLG00020011123	protein_coding	COX18	cytochrome c oxidase assembly protein COX18, mitochondrial [Source:NCBI gene;Acc:101797408]	101797408
ENSAPLG00020011124	pseudogene			NA
ENSAPLG00020011125	lncRNA			NA
ENSAPLG00020011126	lncRNA			NA
ENSAPLG00020011127	protein_coding	BMP10	bone morphogenetic protein 10 [Source:HGNC Symbol;Acc:HGNC:20869]	NA
ENSAPLG00020011128	protein_coding	BARHL2	BarH like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:954]	NA
ENSAPLG00020011129	protein_coding	GKN2	gastrokine 2 [Source:HGNC Symbol;Acc:HGNC:24588]	NA
ENSAPLG00020011130	protein_coding	PEX13	peroxisomal biogenesis factor 13 [Source:NCBI gene;Acc:101790219]	101790219
ENSAPLG00020011131	protein_coding	ZNF644	zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222]	NA
ENSAPLG00020011132	protein_coding	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:NCBI gene;Acc:101801056]	101801056
ENSAPLG00020011133	protein_coding	PUS10	pseudouridine synthase 10 [Source:HGNC Symbol;Acc:HGNC:26505]	NA
ENSAPLG00020011134	protein_coding			NA
ENSAPLG00020011135	lncRNA			NA
ENSAPLG00020011136	protein_coding			NA
ENSAPLG00020011137	protein_coding	RARS2	arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21406]	NA
ENSAPLG00020011138	protein_coding	CDC7	cell division cycle 7 [Source:NCBI gene;Acc:101799202]	101799202
ENSAPLG00020011139	protein_coding	GKN1	gastrokine 1 [Source:HGNC Symbol;Acc:HGNC:23217]	NA
ENSAPLG00020011140	protein_coding	TGFBR3	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	NA
ENSAPLG00020011141	protein_coding	VIT	vitrin [Source:HGNC Symbol;Acc:HGNC:12697]	NA
ENSAPLG00020011142	protein_coding	ANTXR1	ANTXR cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:21014]	NA
ENSAPLG00020011143	protein_coding	BRDT	bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]	NA
ENSAPLG00020011144	protein_coding	REL	REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]	NA
ENSAPLG00020011145	protein_coding	EPHX4	epoxide hydrolase 4 [Source:NCBI gene;Acc:101804580]	101804580
ENSAPLG00020011146	protein_coding	GFPT1	glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]	NA
ENSAPLG00020011147	protein_coding	PAPOLG	poly(A) polymerase gamma [Source:NCBI gene;Acc:101804019]	101804019
ENSAPLG00020011148	protein_coding	BTBD8	BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:21019]	NA
ENSAPLG00020011149	protein_coding	CFAP58	cilia and flagella associated protein 58 [Source:HGNC Symbol;Acc:HGNC:26676]	NA
ENSAPLG00020011150	protein_coding	C1orf146	chromosome 1 open reading frame 146 [Source:HGNC Symbol;Acc:HGNC:24032]	NA
ENSAPLG00020011151	protein_coding			NA
ENSAPLG00020011152	protein_coding			NA
ENSAPLG00020011153	protein_coding	FEZ2	fasciculation and elongation protein zeta 2 [Source:HGNC Symbol;Acc:HGNC:3660]	NA
ENSAPLG00020011154	protein_coding	GLMN	glomulin, FKBP associated protein [Source:HGNC Symbol;Acc:HGNC:14373]	NA
ENSAPLG00020011155	protein_coding	BCL11A	BAF chromatin remodeling complex subunit BCL11A [Source:HGNC Symbol;Acc:HGNC:13221]	NA
ENSAPLG00020011156	protein_coding	NUBP1	nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8041]	NA
ENSAPLG00020011157	protein_coding	NFU1	NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287]	NA
ENSAPLG00020011158	lncRNA			NA
ENSAPLG00020011159	protein_coding			NA
ENSAPLG00020011160	protein_coding			NA
ENSAPLG00020011161	miRNA			NA
ENSAPLG00020011162	protein_coding	CRIM1	cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]	NA
ENSAPLG00020011163	protein_coding	TVP23A	trans-golgi network vesicle protein 23 homolog A [Source:NCBI gene;Acc:101804404]	101804404
ENSAPLG00020011164	protein_coding	RPAP2	RNA polymerase II associated protein 2 [Source:HGNC Symbol;Acc:HGNC:25791]	NA
ENSAPLG00020011165	protein_coding	FANCL	FA complementation group L [Source:NCBI gene;Acc:101801202]	101801202
ENSAPLG00020011166	protein_coding	AAK1	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]	NA
ENSAPLG00020011167	protein_coding	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]	NA
ENSAPLG00020011168	protein_coding	HEPACAM2	HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364]	NA
ENSAPLG00020011169	protein_coding	GFI1	growth factor independent 1 transcriptional repressor [Source:NCBI gene;Acc:101805149]	101805149
ENSAPLG00020011170	protein_coding	GSTO1	glutathione S-transferase omega 1 [Source:NCBI gene;Acc:101796130]	101796130
ENSAPLG00020011171	protein_coding			NA
ENSAPLG00020011172	protein_coding	VRK2	VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]	NA
ENSAPLG00020011173	protein_coding			NA
ENSAPLG00020011174	protein_coding	CEBPZ	CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]	NA
ENSAPLG00020011175	protein_coding			NA
ENSAPLG00020011176	protein_coding	NPFFR2	neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]	NA
ENSAPLG00020011177	protein_coding			NA
ENSAPLG00020011178	protein_coding	EVI5	ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501]	NA
ENSAPLG00020011179	protein_coding	SSR2	signal sequence receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:11324]	NA
ENSAPLG00020011180	protein_coding			NA
ENSAPLG00020011181	lncRNA			NA
ENSAPLG00020011182	protein_coding	DLC1	DLC1 Rho GTPase activating protein [Source:NCBI gene;Acc:101800418]	101800418
ENSAPLG00020011183	protein_coding	DUSP11	dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]	NA
ENSAPLG00020011184	protein_coding			NA
ENSAPLG00020011185	lncRNA			NA
ENSAPLG00020011186	protein_coding	NDEL1	nudE neurodevelopment protein 1 like 1 [Source:NCBI gene;Acc:101805487]	101805487
ENSAPLG00020011187	protein_coding	CTSS	cathepsin S [Source:NCBI gene;Acc:101794564]	101794564
ENSAPLG00020011188	protein_coding			NA
ENSAPLG00020011189	protein_coding	STAMBP	STAM binding protein [Source:HGNC Symbol;Acc:HGNC:16950]	NA
ENSAPLG00020011190	protein_coding	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]	NA
ENSAPLG00020011191	lncRNA			NA
ENSAPLG00020011192	protein_coding	CCDC85A	coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400]	NA
ENSAPLG00020011193	protein_coding			NA
ENSAPLG00020011194	protein_coding	SNX12	sorting nexin 12 [Source:NCBI gene;Acc:101793826]	101793826
ENSAPLG00020011195	protein_coding	SFR1	SWI5 dependent homologous recombination repair protein 1 [Source:HGNC Symbol;Acc:HGNC:29574]	NA
ENSAPLG00020011196	protein_coding			NA
ENSAPLG00020011197	protein_coding	CTSK	cathepsin K [Source:NCBI gene;Acc:101794155]	101794155
ENSAPLG00020011198	miRNA			NA
ENSAPLG00020011199	protein_coding	PRKD3	protein kinase D3 [Source:NCBI gene;Acc:101795283]	101795283
ENSAPLG00020011200	protein_coding		actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]	NA
ENSAPLG00020011201	protein_coding			NA
ENSAPLG00020011202	pseudogene			NA
ENSAPLG00020011203	miRNA		microRNA 217 [Source:HGNC Symbol;Acc:HGNC:31594]	NA
ENSAPLG00020011204	protein_coding			NA
ENSAPLG00020011205	protein_coding			NA
ENSAPLG00020011206	protein_coding	EFEMP1	EGF containing fibulin extracellular matrix protein 1 [Source:NCBI gene;Acc:101795399]	101795399
ENSAPLG00020011207	protein_coding	DGUOK	deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]	NA
ENSAPLG00020011208	protein_coding			NA
ENSAPLG00020011209	protein_coding			NA
ENSAPLG00020011210	protein_coding		neuromedin B [Source:NCBI gene;Acc:113844838]	113844838
ENSAPLG00020011211	protein_coding	COL17A1	collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]	NA
ENSAPLG00020011212	protein_coding			NA
ENSAPLG00020011213	protein_coding	TET3	tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313]	NA
ENSAPLG00020011214	protein_coding	QPCT	glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]	NA
ENSAPLG00020011215	protein_coding	PIRT	phosphoinositide interacting regulator of transient receptor potential channels [Source:HGNC Symbol;Acc:HGNC:37239]	NA
ENSAPLG00020011216	protein_coding			NA
ENSAPLG00020011217	protein_coding	TRMT9B	tRNA methyltransferase 9B (putative) [Source:HGNC Symbol;Acc:HGNC:26725]	NA
