ensembl_transcript_id	transcript_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLT00020010735	pseudogene			NA
ENSAPLT00020010736	protein_coding	ADGRL2	adhesion G protein-coupled receptor L2 [Source:NCBI gene;Acc:101789995]	101789995
ENSAPLT00020010737	protein_coding	SORBS2	sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]	NA
ENSAPLT00020010738	protein_coding			NA
ENSAPLT00020010739	protein_coding	CDK5RAP1	CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]	NA
ENSAPLT00020010740	protein_coding	KRAS	KRAS proto-oncogene, GTPase [Source:NCBI gene;Acc:101793538]	101793538
ENSAPLT00020010741	protein_coding	TC2N	tandem C2 domains, nuclear [Source:NCBI gene;Acc:101799190]	101799190
ENSAPLT00020010742	protein_coding	TRUB1	TruB pseudouridine synthase family member 1 [Source:HGNC Symbol;Acc:HGNC:16060]	NA
ENSAPLT00020010743	protein_coding			NA
ENSAPLT00020010744	protein_coding	KRAS	KRAS proto-oncogene, GTPase [Source:NCBI gene;Acc:101793538]	101793538
ENSAPLT00020010746	protein_coding	ADGRL2	adhesion G protein-coupled receptor L2 [Source:NCBI gene;Acc:101789995]	101789995
ENSAPLT00020010747	protein_coding	JOSD1	Josephin domain containing 1 [Source:NCBI gene;Acc:101796680]	101796680
ENSAPLT00020010748	protein_coding	SORBS2	sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]	NA
ENSAPLT00020010749	protein_coding	ETFRF1	electron transfer flavoprotein regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:27052]	NA
ENSAPLT00020010750	protein_coding			NA
ENSAPLT00020010751	protein_coding	TOMM22	translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002]	NA
ENSAPLT00020010752	protein_coding	CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]	NA
ENSAPLT00020010753	protein_coding			NA
ENSAPLT00020010754	protein_coding	ADGRL2	adhesion G protein-coupled receptor L2 [Source:NCBI gene;Acc:101789995]	101789995
ENSAPLT00020010755	protein_coding	CASC1	cancer susceptibility 1 [Source:HGNC Symbol;Acc:HGNC:29599]	NA
ENSAPLT00020010756	protein_coding	CBY1	protein chibby homolog 1 [Source:NCBI gene;Acc:101800685]	101800685
ENSAPLT00020010757	protein_coding	ADRM1	adhesion regulating molecule 1 [Source:HGNC Symbol;Acc:HGNC:15759]	NA
ENSAPLT00020010758	protein_coding			NA
ENSAPLT00020010759	protein_coding	ADRM1	adhesion regulating molecule 1 [Source:HGNC Symbol;Acc:HGNC:15759]	NA
ENSAPLT00020010760	protein_coding	PPP4R3A	protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]	NA
ENSAPLT00020010761	protein_coding	PPP4R3A	protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]	NA
ENSAPLT00020010762	protein_coding			NA
ENSAPLT00020010763	protein_coding	KIAA1755	KIAA1755 [Source:HGNC Symbol;Acc:HGNC:29372]	NA
ENSAPLT00020010764	protein_coding	PDLIM3	PDZ and LIM domain 3 [Source:NCBI gene;Acc:101790955]	101790955
ENSAPLT00020010765	protein_coding	PPP4R3A	protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]	NA
ENSAPLT00020010766	protein_coding	PPP4R3A	protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]	NA
ENSAPLT00020010767	protein_coding	PDLIM3	PDZ and LIM domain 3 [Source:NCBI gene;Acc:101790955]	101790955
ENSAPLT00020010768	protein_coding	IRAG2	lymphoid restricted membrane protein [Source:HGNC Symbol;Acc:HGNC:6690]	NA
ENSAPLT00020010769	protein_coding			NA
ENSAPLT00020010770	protein_coding	FAM160B1	family with sequence similarity 160 member B1 [Source:NCBI gene;Acc:101789644]	101789644
ENSAPLT00020010771	protein_coding	CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]	NA
ENSAPLT00020010772	protein_coding	DMC1	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	NA
ENSAPLT00020010773	protein_coding	TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]	NA
ENSAPLT00020010774	protein_coding			NA
ENSAPLT00020010775	protein_coding			NA
ENSAPLT00020010776	protein_coding	DMC1	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	NA
ENSAPLT00020010777	rRNA		5S ribosomal RNA [Source:RFAM;Acc:RF00001]	NA
ENSAPLT00020010778	protein_coding	C4orf47	chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346]	NA
ENSAPLT00020010779	protein_coding	TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]	NA
ENSAPLT00020010780	lncRNA			NA
ENSAPLT00020010781	protein_coding			NA
ENSAPLT00020010782	protein_coding			NA
ENSAPLT00020010783	protein_coding	DDX17	DEAD-box helicase 17 [Source:NCBI gene;Acc:101797053]	101797053
ENSAPLT00020010784	protein_coding	SPX	spexin hormone [Source:HGNC Symbol;Acc:HGNC:28139]	NA
ENSAPLT00020010785	protein_coding	ABLIM1	actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]	NA
ENSAPLT00020010786	protein_coding	UFSP2	UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]	NA
ENSAPLT00020010787	protein_coding	ITPRID2	ITPR interacting domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11319]	NA
ENSAPLT00020010788	protein_coding	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B [Source:HGNC Symbol;Acc:HGNC:16209]	NA
ENSAPLT00020010789	protein_coding	DDX17	DEAD-box helicase 17 [Source:NCBI gene;Acc:101797053]	101797053
ENSAPLT00020010790	protein_coding	YKT6	YKT6 v-SNARE homolog [Source:HGNC Symbol;Acc:HGNC:16959]	NA
ENSAPLT00020010791	protein_coding	GRIK4	glutamate ionotropic receptor kainate type subunit 4 [Source:HGNC Symbol;Acc:HGNC:4582]	NA
ENSAPLT00020010792	protein_coding	YKT6	YKT6 v-SNARE homolog [Source:HGNC Symbol;Acc:HGNC:16959]	NA
ENSAPLT00020010793	protein_coding	C17orf67	chromosome 17 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:27900]	NA
ENSAPLT00020010794	protein_coding	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin [Source:NCBI gene;Acc:101797352]	101797352
ENSAPLT00020010795	protein_coding	NMD3	NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250]	NA
ENSAPLT00020010796	protein_coding	CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]	NA
ENSAPLT00020010798	protein_coding	GCK	glucokinase [Source:HGNC Symbol;Acc:HGNC:4195]	NA
ENSAPLT00020010799	protein_coding	GYS2	glycogen synthase 2 [Source:HGNC Symbol;Acc:HGNC:4707]	NA
ENSAPLT00020010800	protein_coding	APPBP2	amyloid beta precursor protein binding protein 2 [Source:NCBI gene;Acc:101790018]	101790018
ENSAPLT00020010801	protein_coding	NMD3	NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250]	NA
ENSAPLT00020010802	protein_coding	DGKE	diacylglycerol kinase epsilon [Source:HGNC Symbol;Acc:HGNC:2852]	NA
ENSAPLT00020010803	protein_coding	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]	NA
ENSAPLT00020010804	lncRNA			NA
ENSAPLT00020010805	protein_coding		lactate dehydrogenase B [Source:NCBI gene;Acc:101801152]	101801152
ENSAPLT00020010806	protein_coding			NA
ENSAPLT00020010807	protein_coding	KCNJ4	potassium inwardly rectifying channel subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:6265]	NA
ENSAPLT00020010808	protein_coding	NMD3	NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250]	NA
ENSAPLT00020010809	protein_coding			NA
ENSAPLT00020010810	lncRNA			NA
ENSAPLT00020010811	protein_coding	KCNJ8	potassium inwardly rectifying channel subfamily J member 8 [Source:NCBI gene;Acc:101795349]	101795349
ENSAPLT00020010812	protein_coding	AAMP	angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]	NA
ENSAPLT00020010813	protein_coding	ITPRID2	ITPR interacting domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11319]	NA
ENSAPLT00020010814	protein_coding			NA
ENSAPLT00020010815	protein_coding			NA
ENSAPLT00020010816	pseudogene			NA
ENSAPLT00020010817	protein_coding	AFAP1L2	actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901]	NA
ENSAPLT00020010818	protein_coding			NA
ENSAPLT00020010819	protein_coding		serine palmitoyltransferase small subunit B [Source:NCBI gene;Acc:101801425]	101801425
ENSAPLT00020010820	protein_coding	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]	NA
ENSAPLT00020010821	protein_coding	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]	NA
ENSAPLT00020010822	protein_coding	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin [Source:NCBI gene;Acc:101797352]	101797352
ENSAPLT00020010823	protein_coding	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]	NA
ENSAPLT00020010824	protein_coding	ARPC2	actin related protein 2/3 complex subunit 2 [Source:NCBI gene;Acc:101789510]	101789510
ENSAPLT00020010825	protein_coding	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1 [Source:NCBI gene;Acc:101805480]	101805480
ENSAPLT00020010826	protein_coding		casein kinase I [Source:NCBI gene;Acc:101802293]	101802293
ENSAPLT00020010827	protein_coding	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	NA
ENSAPLT00020010828	protein_coding	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]	NA
ENSAPLT00020010829	protein_coding	RPL13	ribosomal protein L13 [Source:NCBI gene;Acc:101797527]	101797527
ENSAPLT00020010830	protein_coding		casein kinase I [Source:NCBI gene;Acc:101802293]	101802293
ENSAPLT00020010831	protein_coding	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]	NA
ENSAPLT00020010832	protein_coding	RPL13	ribosomal protein L13 [Source:NCBI gene;Acc:101797527]	101797527
ENSAPLT00020010833	protein_coding	ARPC2	actin related protein 2/3 complex subunit 2 [Source:NCBI gene;Acc:101789510]	101789510
ENSAPLT00020010834	protein_coding	TDRD1	tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]	NA
ENSAPLT00020010835	lncRNA			NA
ENSAPLT00020010836	protein_coding	TMEM233	transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219]	NA
ENSAPLT00020010837	lncRNA			NA
ENSAPLT00020010838	protein_coding	ABCC9	ATP binding cassette subfamily C member 9 [Source:NCBI gene;Acc:101795664]	101795664
ENSAPLT00020010839	protein_coding	OTOL1	otolin 1 [Source:HGNC Symbol;Acc:HGNC:34071]	NA
ENSAPLT00020010840	protein_coding	TMEM233	transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219]	NA
ENSAPLT00020010841	lncRNA			NA
ENSAPLT00020010842	protein_coding	NEUROD1	neuronal differentiation 1 [Source:NCBI gene;Acc:101803024]	101803024
ENSAPLT00020010843	lncRNA			NA
ENSAPLT00020010844	lncRNA			NA
ENSAPLT00020010845	protein_coding			NA
ENSAPLT00020010846	lncRNA			NA
ENSAPLT00020010847	protein_coding	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	NA
ENSAPLT00020010848	protein_coding	CCDC186	coiled-coil domain containing 186 [Source:HGNC Symbol;Acc:HGNC:24349]	NA
ENSAPLT00020010849	protein_coding	GRIA1	glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571]	NA
ENSAPLT00020010850	protein_coding	TRIM25	tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]	NA
ENSAPLT00020010851	protein_coding	CPNE7	copine 7 [Source:NCBI gene;Acc:101797714]	101797714
ENSAPLT00020010852	protein_coding	GPR68	G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519]	NA
ENSAPLT00020010853	protein_coding			NA
ENSAPLT00020010855	protein_coding	BCAS3	BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]	NA
ENSAPLT00020010856	protein_coding			NA
ENSAPLT00020010857	protein_coding	COIL	coilin [Source:HGNC Symbol;Acc:HGNC:2184]	NA
ENSAPLT00020010858	protein_coding	DGLUCY	D-glutamate cyclase [Source:HGNC Symbol;Acc:HGNC:20498]	NA
ENSAPLT00020010859	protein_coding	ADRB1	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]	NA
ENSAPLT00020010860	protein_coding	ADRM1	adhesion regulating molecule 1 [Source:HGNC Symbol;Acc:HGNC:15759]	NA
ENSAPLT00020010861	protein_coding	CCDC60	coiled-coil domain containing 60 [Source:HGNC Symbol;Acc:HGNC:28610]	NA
ENSAPLT00020010862	protein_coding			NA
ENSAPLT00020010863	protein_coding			NA
ENSAPLT00020010864	protein_coding	OTUD3	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]	NA
ENSAPLT00020010865	protein_coding			NA
ENSAPLT00020010866	protein_coding	RIPOR1	RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]	NA
ENSAPLT00020010867	pseudogene			NA
ENSAPLT00020010868	protein_coding			NA
ENSAPLT00020010869	protein_coding	ABCC9	ATP binding cassette subfamily C member 9 [Source:NCBI gene;Acc:101795664]	101795664
ENSAPLT00020010870	protein_coding	NCS1	neuronal calcium sensor 1 [Source:NCBI gene;Acc:101805313]	101805313
ENSAPLT00020010871	protein_coding	SCPEP1	serine carboxypeptidase 1 [Source:NCBI gene;Acc:101797577]	101797577
ENSAPLT00020010872	protein_coding		sulfotransferase family cytosolic 2B member 1-like [Source:NCBI gene;Acc:113844889]	113844889
ENSAPLT00020010873	protein_coding	HSPB8	heat shock protein family B (small) member 8 [Source:HGNC Symbol;Acc:HGNC:30171]	NA
ENSAPLT00020010874	protein_coding	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	NA
ENSAPLT00020010875	protein_coding			NA
ENSAPLT00020010876	protein_coding			NA
ENSAPLT00020010877	protein_coding			NA
ENSAPLT00020010878	protein_coding			NA
ENSAPLT00020010879	protein_coding	SCPEP1	serine carboxypeptidase 1 [Source:NCBI gene;Acc:101797577]	101797577
ENSAPLT00020010880	protein_coding	BCAS3	BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]	NA
ENSAPLT00020010881	protein_coding	PLA2G2E	phospholipase A2 group IIE [Source:HGNC Symbol;Acc:HGNC:13414]	NA
ENSAPLT00020010882	protein_coding	SRRM4	serine/arginine repetitive matrix 4 [Source:HGNC Symbol;Acc:HGNC:29389]	NA
ENSAPLT00020010883	protein_coding	RPS6KA5	ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]	NA
ENSAPLT00020010884	protein_coding	SPOP	speckle type BTB/POZ protein [Source:NCBI gene;Acc:101802625]	101802625
ENSAPLT00020010885	protein_coding	DPEP1	dipeptidase 1 [Source:NCBI gene;Acc:101797901]	101797901
ENSAPLT00020010886	protein_coding	GPR107	G protein-coupled receptor 107 [Source:NCBI gene;Acc:101805111]	101805111
ENSAPLT00020010887	protein_coding	PLA2G2A	basic phospholipase A2 Cdr-13 [Source:NCBI gene;Acc:101794061]	101794061
ENSAPLT00020010888	protein_coding			NA
ENSAPLT00020010889	protein_coding	TMEM184B	transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]	NA
ENSAPLT00020010890	lncRNA			NA
ENSAPLT00020010891	protein_coding	PLA2G2A	basic phospholipase A2 Cdr-13 [Source:NCBI gene;Acc:101794061]	101794061
ENSAPLT00020010892	lncRNA			NA
ENSAPLT00020010893	protein_coding	AEBP1	AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]	NA
ENSAPLT00020010894	lncRNA			NA
ENSAPLT00020010895	protein_coding	CHMP1A	charged multivesicular body protein 1A [Source:NCBI gene;Acc:101798072]	101798072
ENSAPLT00020010896	protein_coding	PTPN23	protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]	NA
ENSAPLT00020010897	protein_coding		solute carrier family 35 member A5 [Source:HGNC Symbol;Acc:HGNC:20792]	NA
ENSAPLT00020010898	protein_coding	RPS6KA5	ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]	NA
ENSAPLT00020010899	protein_coding	SLC35B1	solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798]	NA
ENSAPLT00020010900	protein_coding	GRIA1	glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571]	NA
ENSAPLT00020010901	protein_coding	BCAS3	BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]	NA
ENSAPLT00020010902	protein_coding	PTPN23	protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]	NA
ENSAPLT00020010903	protein_coding	RIPOR1	RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]	NA
ENSAPLT00020010904	protein_coding	DCLRE1A	DNA cross-link repair 1A [Source:HGNC Symbol;Acc:HGNC:17660]	NA
ENSAPLT00020010905	protein_coding	SUDS3	SDS3 homolog, SIN3A corepressor complex component [Source:NCBI gene;Acc:101799621]	101799621
ENSAPLT00020010906	protein_coding	SCNN1D	sodium channel epithelial 1 subunit delta [Source:HGNC Symbol;Acc:HGNC:10601]	NA
ENSAPLT00020010907	protein_coding			NA
ENSAPLT00020010908	protein_coding	GRIA1	glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571]	NA
ENSAPLT00020010909	protein_coding			NA
ENSAPLT00020010910	lncRNA			NA
ENSAPLT00020010911	protein_coding	CDK10	cyclin dependent kinase 10 [Source:NCBI gene;Acc:101796806]	101796806
ENSAPLT00020010912	protein_coding	GPR107	G protein-coupled receptor 107 [Source:NCBI gene;Acc:101805111]	101805111
ENSAPLT00020010913	protein_coding	TMEM184B	transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]	NA
ENSAPLT00020010914	lncRNA			NA
ENSAPLT00020010915	protein_coding	UBXN10	UBX domain protein 10 [Source:HGNC Symbol;Acc:HGNC:26354]	NA
ENSAPLT00020010916	protein_coding	RIPOR1	RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]	NA
ENSAPLT00020010917	protein_coding	ATG3	autophagy related 3 [Source:HGNC Symbol;Acc:HGNC:20962]	NA
ENSAPLT00020010918	protein_coding			NA
ENSAPLT00020010919	protein_coding	RAB11FIP4	RAB11 family interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30267]	NA
ENSAPLT00020010920	protein_coding	MAFF	MAF bZIP transcription factor F [Source:NCBI gene;Acc:113842634]	113842634
ENSAPLT00020010921	protein_coding	ABCC9	ATP binding cassette subfamily C member 9 [Source:NCBI gene;Acc:101795664]	101795664
ENSAPLT00020010922	protein_coding	CAPG	capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]	NA
ENSAPLT00020010923	protein_coding	INTS3	integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]	NA
ENSAPLT00020010924	protein_coding			NA
ENSAPLT00020010925	miRNA		microRNA 365b [Source:HGNC Symbol;Acc:HGNC:33693]	NA
ENSAPLT00020010926	lncRNA			NA
ENSAPLT00020010927	protein_coding	BCAS3	BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]	NA
ENSAPLT00020010928	protein_coding			NA
ENSAPLT00020010929	protein_coding	SPATA2L	spermatogenesis associated 2 like [Source:HGNC Symbol;Acc:HGNC:28393]	NA
ENSAPLT00020010930	protein_coding	PLEKHS1	pleckstrin homology domain containing S1 [Source:NCBI gene;Acc:101800299]	101800299
ENSAPLT00020010931	protein_coding	UBE2J2	ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]	NA
ENSAPLT00020010932	protein_coding	GRIA1	glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571]	NA
ENSAPLT00020010933	lncRNA			NA
ENSAPLT00020010934	protein_coding	TAOK3	TAO kinase 3 [Source:NCBI gene;Acc:101794640]	101794640
ENSAPLT00020010935	protein_coding	UTP6	UTP6 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]	NA
ENSAPLT00020010936	lncRNA			NA
ENSAPLT00020010937	protein_coding			NA
ENSAPLT00020010938	protein_coding	INTS3	integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]	NA
ENSAPLT00020010939	protein_coding	SLITRK3	SLIT and NTRK like family member 3 [Source:NCBI gene;Acc:101794336]	101794336
ENSAPLT00020010940	protein_coding			NA
ENSAPLT00020010941	protein_coding	PLEKHS1	pleckstrin homology domain containing S1 [Source:NCBI gene;Acc:101800299]	101800299
ENSAPLT00020010942	protein_coding	DBNL	drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]	NA
ENSAPLT00020010943	protein_coding	VPS9D1	VPS9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13526]	NA
ENSAPLT00020010944	protein_coding	C1QTNF12	C1q and TNF related 12 [Source:HGNC Symbol;Acc:HGNC:32308]	NA
ENSAPLT00020010945	protein_coding			NA
ENSAPLT00020010946	protein_coding	SCAP	SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]	NA
ENSAPLT00020010947	protein_coding	DBNL	drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]	NA
ENSAPLT00020010948	protein_coding	TAOK3	TAO kinase 3 [Source:NCBI gene;Acc:101794640]	101794640
ENSAPLT00020010949	protein_coding	LRRN2	leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]	NA
ENSAPLT00020010950	protein_coding	INTS3	integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]	NA
ENSAPLT00020010951	protein_coding			NA
ENSAPLT00020010952	protein_coding	SCAP	SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]	NA
ENSAPLT00020010953	protein_coding			NA
ENSAPLT00020010954	protein_coding	WDR77	WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]	NA
ENSAPLT00020010955	protein_coding	GRIA1	glutamate ionotropic receptor AMPA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4571]	NA
ENSAPLT00020010956	protein_coding	FAM117A	family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]	NA
ENSAPLT00020010957	protein_coding	CASP7	caspase 7 [Source:NCBI gene;Acc:101799962]	101799962
ENSAPLT00020010958	protein_coding	B3GALT6	beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]	NA
ENSAPLT00020010959	protein_coding	POLB	DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174]	NA
